,symbol,metric,value
3758,WAB,Day's Range,91.06 - 92.76
3759,WAB,52 Week Range,78.26 - 100.05
3760,WAB,Volume,"343,240"
3761,WAB,Avg. Volume,"910,500"
3762,WBA,Previous Close,37.44
3763,WBA,Open,37.28
3764,WBA,Bid,36.60 x 2200
3765,WBA,Ask,0.00 x 1000
3766,WBA,Day's Range,36.57 - 37.32
3767,WBA,52 Week Range,36.57 - 55.00
3768,WBA,Volume,"7,603,048"
3769,WBA,Avg. Volume,"6,402,209"
3770,WMT,Previous Close,134.00
3771,WMT,Open,134.35
3772,WMT,Bid,0.00 x 900
3773,WMT,Ask,135.60 x 1100
3774,WMT,Day's Range,133.60 - 135.29
3775,WMT,52 Week Range,117.27 - 160.77
3776,WMT,Volume,"5,085,937"
3777,WMT,Avg. Volume,"8,627,298"
3778,WBD,Previous Close,12.79
3779,WBD,Open,12.84
3780,WBD,Bid,0.00 x 3000
3781,WBD,Ask,13.75 x 1000
3782,WBD,Day's Range,12.79 - 13.59
3783,WBD,52 Week Range,12.69 - 31.55
3784,WBD,Volume,"27,565,299"
3785,WBD,Avg. Volume,"23,766,427"
3786,WM,Previous Close,173.43
3787,WM,Open,173.79
3788,WM,Bid,172.80 x 900
3789,WM,Ask,0.00 x 900
3790,WM,Day's Range,172.78 - 174.27
3791,WM,52 Week Range,138.58 - 175.98
3792,WM,Volume,"1,426,343"
3793,WM,Avg. Volume,"1,520,932"
3794,WAT,Previous Close,327.98
3795,WAT,Open,323.19
3796,WAT,Bid,301.58 x 800
3797,WAT,Ask,318.70 x 800
3798,WAT,Day's Range,316.66 - 326.25
3799,WAT,52 Week Range,288.32 - 428.22
3800,WAT,Volume,"253,219"
3801,WAT,Avg. Volume,"372,688"
3802,WEC,Previous Close,105.95
3803,WEC,Open,106.00
3804,WEC,Bid,0.00 x 900
3805,WEC,Ask,131.00 x 800
3806,WEC,Day's Range,105.19 - 106.35
3807,WEC,52 Week Range,86.84 - 108.39
3808,WEC,Volume,"627,902"
3809,WEC,Avg. Volume,"1,285,846"
3810,WFC,Previous Close,44.37
3811,WFC,Open,44.33
3812,WFC,Bid,0.00 x 3200
3813,WFC,Ask,0.00 x 900
3814,WFC,Day's Range,44.02 - 44.70
3815,WFC,52 Week Range,36.54 - 60.30
3816,WFC,Volume,"10,822,011"
3817,WFC,Avg. Volume,"19,336,117"
3818,WELL,Previous Close,77.15
3819,WELL,Open,76.97
3820,WELL,Bid,0.00 x 800
3821,WELL,Ask,0.00 x 900
3822,WELL,Day's Range,76.91 - 78.19
3823,WELL,52 Week Range,76.56 - 99.43
3824,WELL,Volume,"2,491,688"
3825,WELL,Avg. Volume,"2,353,748"
3826,WST,Previous Close,339.92
3827,WST,Open,338.85
3828,WST,Bid,342.47 x 800
3829,WST,Ask,343.92 x 800
3830,WST,Day's Range,338.17 - 345.10
3831,WST,52 Week Range,275.89 - 475.35
3832,WST,Volume,"554,539"
3833,WST,Avg. Volume,"449,933"
3834,WDC,Previous Close,45.85
3835,WDC,Open,45.43
3836,WDC,Bid,45.60 x 1000
3837,WDC,Ask,0.00 x 800
3838,WDC,Day's Range,45.38 - 46.72
3839,WDC,52 Week Range,41.63 - 69.36
3840,WDC,Volume,"2,294,453"
3841,WDC,Avg. Volume,"3,322,070"
3842,WRK,Previous Close,41.44
3843,WRK,Open,41.40
3844,WRK,Bid,39.81 x 800
3845,WRK,Ask,50.00 x 1300
3846,WRK,Day's Range,40.89 - 41.49
3847,WRK,52 Week Range,38.28 - 54.78
3848,WRK,Volume,"968,648"
3849,WRK,Avg. Volume,"1,766,933"
3850,WY,Previous Close,35.51
3851,WY,Open,35.56
3852,WY,Bid,0.00 x 800
3853,WY,Ask,37.42 x 1200
3854,WY,Day's Range,35.46 - 36.19
3855,WY,52 Week Range,32.50 - 43.04
3856,WY,Volume,"3,374,112"
3857,WY,Avg. Volume,"4,226,666"
3858,WHR,Previous Close,165.07
3859,WHR,Open,164.80
3860,WHR,Bid,0.00 x 1100
3861,WHR,Ask,175.00 x 900
3862,WHR,Day's Range,162.46 - 167.15
3863,WHR,52 Week Range,145.93 - 245.44
3864,WHR,Volume,"537,809"
3865,WHR,Avg. Volume,"935,324"
3866,WMB,Previous Close,35.12
3867,WMB,Open,35.34
3868,WMB,Bid,35.19 x 1100
3869,WMB,Ask,35.80 x 3100
3870,WMB,Day's Range,35.04 - 35.60
3871,WMB,52 Week Range,23.98 - 37.97
3872,WMB,Volume,"9,261,882"
3873,WMB,Avg. Volume,"8,209,951"
3874,WTW,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
3875,GWW,Previous Close,576.74
3876,GWW,Open,577.97
3877,GWW,Bid,0.00 x 800
3878,GWW,Ask,588.23 x 800
3879,GWW,Day's Range,574.19 - 579.28
3880,GWW,52 Week Range,391.16 - 588.62
3881,GWW,Volume,"199,815"
3882,GWW,Avg. Volume,"296,125"
3883,WYNN,Previous Close,61.49
3884,WYNN,Open,61.50
3885,WYNN,Bid,0.00 x 800
3886,WYNN,Ask,0.00 x 800
3887,WYNN,Day's Range,61.04 - 63.45
3888,WYNN,52 Week Range,50.20 - 107.44
3889,WYNN,Volume,"1,337,508"
3890,WYNN,Avg. Volume,"2,846,367"
3891,XEL,Previous Close,75.35
3892,XEL,Open,75.40
3893,XEL,Bid,0.00 x 900
3894,XEL,Ask,0.00 x 900
3895,XEL,Day's Range,74.84 - 75.55
3896,XEL,52 Week Range,61.16 - 77.53
3897,XEL,Volume,"1,312,035"
3898,XEL,Avg. Volume,"2,907,783"
3899,XYL,Previous Close,96.15
3900,XYL,Open,96.17
3901,XYL,Bid,96.34 x 800
3902,XYL,Ask,98.10 x 1000
3903,XYL,Day's Range,95.66 - 96.79
3904,XYL,52 Week Range,72.08 - 138.78
3905,XYL,Volume,"403,657"
3906,XYL,Avg. Volume,"947,167"
3907,YUM,Previous Close,114.71
3908,YUM,Open,114.71
3909,YUM,Bid,0.00 x 800
3910,YUM,Ask,116.90 x 900
3911,YUM,Day's Range,114.21 - 115.25
3912,YUM,52 Week Range,108.37 - 139.85
3913,YUM,Volume,"1,114,959"
3914,YUM,Avg. Volume,"1,492,379"
3915,ZBRA,Previous Close,316.99
3916,ZBRA,Open,317.77
3917,ZBRA,Bid,0.00 x 800
3918,ZBRA,Ask,0.00 x 800
3919,ZBRA,Day's Range,316.64 - 321.52
3920,ZBRA,52 Week Range,283.72 - 615.00
3921,ZBRA,Volume,"210,857"
3922,ZBRA,Avg. Volume,"405,519"
3923,ZBH,Previous Close,109.30
3924,ZBH,Open,108.99
3925,ZBH,Bid,101.22 x 900
3926,ZBH,Ask,0.00 x 1000
3927,ZBH,Day's Range,108.25 - 109.96
3928,ZBH,52 Week Range,100.39 - 149.28
3929,ZBH,Volume,"607,435"
3930,ZBH,Avg. Volume,"1,142,058"
3931,ZION,Previous Close,57.62
3932,ZION,Open,56.86
3933,ZION,Bid,55.87 x 1000
3934,ZION,Ask,55.88 x 1000
3935,ZION,Day's Range,55.82 - 56.86
3936,ZION,52 Week Range,47.92 - 75.44
3937,ZION,Volume,"666,384"
3938,ZION,Avg. Volume,"1,347,570"
3939,ZTS,Previous Close,162.42
3940,ZTS,Open,163.20
3941,ZTS,Bid,161.57 x 800
3942,ZTS,Ask,166.25 x 800
3943,ZTS,Day's Range,162.09 - 163.87
3944,ZTS,52 Week Range,154.18 - 249.27
3945,ZTS,Volume,"1,157,534"
3946,ZTS,Avg. Volume,"1,710,295"
